"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL32";"MOXIFLOXACIN";"AVELOX|AVELOX I.V.|AVELOX IV|Avelox|MOXIFLOXACIN|Moxifloxacin|Vigamox|ZIMOXIN";"Small molecule";"4";"401.44";"201";"4207";"2.37";"83.80";"6";"2";"0";"4";"N";"0.82";"5.49";"9.42";"-0.50";"-0.50";"2";"MOL";"0";"29";"7";"2";"0";"401.1751";"ZWITTERION";"C21H24FN3O4";"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"FABPRXSRWADJSP-MEDUHNTESA-N"
"CHEMBL1200515";"DESERPIDINE";"DESERPIDINE|DESERPIDINE, (-)-|HALMONYL|Harmonyl|NSC-72138|RECANESCIN";"Small molecule";"4";"578.66";"14";"25";"4.16";"108.55";"9";"1";"1";"7";"N";"0.41";"None";"7.40";"3.69";"3.39";"3";"MOL";"0";"42";"10";"1";"1";"578.2628";"NEUTRAL";"C32H38N2O8";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"CVBMAZKKCSYWQR-WCGOZPBSSA-N"
"CHEMBL1139";"EPOPROSTENOL";"ACT-385781A|EPOPROSTENOL|Epoprostenol|Flolan|PG-I2|PGI2|PGX|PROSTACYCLIN|PROSTAGLANDIN I2|PROSTAGLANDIN X|U-53,217|U-53217";"Small molecule";"4";"352.47";"10";"53";"3.41";"86.99";"4";"3";"0";"10";"N";"0.41";"4.43";"None";"2.42";"-0.45";"0";"MOL";"0";"25";"5";"3";"0";"352.2250";"ACID";"C20H32O5";"CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21";"KAQKFAOMNZTLHT-OZUDYXHBSA-N"
"CHEMBL521686";"OLAPARIB";"AZ-2281|AZ2281|AZD-2281|AZD2281|KEYLYNK-010 COMPONENT OLAPARIB|KU-0059436|KU-59436|LYNPARZA|NSC-747856|OLAPARIB|OLAPARIB COMPONENT OF KEYLYNK-010";"Small molecule";"4";"434.47";"616";"1014";"2.35";"86.37";"4";"1";"0";"4";"N";"0.68";"9.96";"None";"1.96";"1.96";"3";"MOL";"0";"32";"7";"1";"0";"434.1754";"NEUTRAL";"C24H23FN4O3";"O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1";"FDLYAMZZIXQODN-UHFFFAOYSA-N"
"CHEMBL1051";"LATANOPROST";"LATANOPROST|LATANOPROST (ISOPROPYL ESTER)|MONOPOST|PHXA-41|PHXA41|T-2345|T2345|XA-41|XA41|XELPROS|Xalatan";"Small molecule";"4";"432.60";"25";"64";"4.19";"86.99";"5";"3";"0";"13";"N";"0.25";"None";"None";"3.98";"3.98";"1";"MOL";"0";"31";"5";"3";"0";"432.2876";"NEUTRAL";"C26H40O5";"CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1";"GGXICVAJURFBLW-CEYXHVGTSA-N"
"CHEMBL76725";"GUANOXAN";"GUANOXAN";"Small molecule";"0";"207.23";"12";"33";"0.31";"80.36";"3";"3";"0";"2";"N";"0.48";"None";"11.99";"0.42";"-2.00";"1";"MOL";"0";"15";"5";"4";"0";"207.1008";"BASE";"C10H13N3O2";"N=C(N)NCC1COc2ccccc2O1";"HIUVKVDQFXDZHU-UHFFFAOYSA-N"
"CHEMBL578";"ENALAPRIL";"C09AA02|ENALAPRIL|Enalapril|Lexxel|OLINAPRIL|Vaseretic|Vasotec";"Small molecule";"4";"376.45";"148";"2327";"1.60";"95.94";"5";"2";"0";"9";"N";"0.64";"3.67";"5.20";"0.59";"-1.06";"1";"MOL";"0";"27";"7";"2";"0";"376.1998";"ACID";"C20H28N2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O";"GBXSMTUPTTWBMN-XIRDDKMYSA-N"
"CHEMBL521589";"BAMBUTEROL";"BAMBUTEROL";"Small molecule";"3";"367.45";"136";"374";"2.23";"91.34";"6";"2";"0";"5";"N";"0.83";"13.91";"9.52";"1.40";"-0.70";"1";"MOL";"0";"26";"8";"2";"0";"367.2107";"BASE";"C18H29N3O5";"CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1";"ANZXOIAKUNOVQU-UHFFFAOYSA-N"
"CHEMBL550";"PILOCARPINE";"OCUCARPINE|OCUSERT PILO-20|OCUSERT PILO-40|Ocusert Pilo|PILOCARPINE|PILOCARPINUM|PILOCARPOL|PILOKARPIN|SPERSACARPINE|SYNCARPINE";"Small molecule";"4";"208.26";"29";"160";"1.16";"44.12";"4";"0";"0";"3";"N";"0.70";"None";"6.37";"0.95";"0.92";"1";"MOL";"0";"15";"4";"0";"0";"208.1212";"NEUTRAL";"C11H16N2O2";"CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C";"QCHFTSOMWOSFHM-WPRPVWTQSA-N"
"CHEMBL435";"HYDROCHLOROTHIAZIDE";"APO-HYDRO|APRESAZIDE|CAROZIDE|CHLOROSULTHIADIL|COPALIA-HCT|DAFIRO-HCT|DIHYDROCHLORURITE|ESIDREX|EXFORGE-HCT|Esidrix|HCTZ|HIDROTIAZIDA|HYDRO-D|HYDROCHLOROTHIAIZIDE|HYDROCHLOROTHIAZIDE|HYDROCHLOROTHIAZIDE INTENSOL|HYDROCHLOROTHIAZIDUM|HYDROSALURIC|Hydrochlorothiazide|Hydrodiuril|IDROTIAZIDE|IMPRIDA-HCT|LOTENSIN HCT|MEGADIURIL|MICROZIDE|NEWTOLIDE|NSC-53477|Oretic|PANTEMON|RASILEZ-HCT|SERVITHIAZID|SU-5879|UNIPRES|VETIDREX|Zide";"Small molecule";"4";"297.75";"234";"1311";"-0.35";"118.36";"5";"3";"0";"1";"N";"0.65";"9.09";"None";"-0.58";"-0.58";"1";"MOL";"0";"17";"7";"4";"0";"296.9645";"NEUTRAL";"C7H8ClN3O4S2";"NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O";"JZUFKLXOESDKRF-UHFFFAOYSA-N"
"CHEMBL169901";"DEBRISOQUIN";"DEBRISOQUINE";"Small molecule";"4";"175.24";"35";"44";"0.94";"53.11";"1";"2";"0";"0";"Y";"0.46";"None";"12.47";"1.07";"-1.35";"1";"MOL";"0";"13";"3";"3";"0";"175.1109";"BASE";"C10H13N3";"N=C(N)N1CCc2ccccc2C1";"JWPGJSVJDAJRLW-UHFFFAOYSA-N"
"CHEMBL3301604";"RALINEPAG";"APD-811|APD811|RALINEPAG|Ralinepag";"Small molecule";"3";"431.92";"24";"113";"5.52";"76.07";"4";"1";"1";"8";"N";"0.59";"4.10";"None";"5.12";"2.02";"2";"MOL";"0";"30";"6";"1";"1";"431.1500";"ACID";"C23H26ClNO5";"O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1";"NPDKXVKJRHPDQT-IYARVYRRSA-N"
"CHEMBL4297457";"BMS-823778";"BMS-823778";"Small molecule";"2";"364.28";"1";"8";"3.69";"50.42";"4";"1";"0";"3";"N";"0.80";"None";"1.99";"2.93";"2.93";"3";"MOL";"0";"23";"4";"1";"0";"327.1138";"NEUTRAL";"C18H19Cl2N3O";"CC(C)(O)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12.Cl";"MQBBSMNIRWXALO-UHFFFAOYSA-N"
"CHEMBL1751";"DIGOXIN";"DIGAMEX|DIGOXIN|DIGOXIN PEDIATRIC|DIGOXINUM|DYNAMOS|Digoxin|FARGOXIN|LANOCARDIN|LANOXICAPS|LANOXIN PEDIATRIC|LANOXIN-125|LANOXIN-PG|Lanoxin|MAPLUXIN|NATIGOXIN|NSC-95100|ROUGOXIN|STILLACOR-|TOLOXIN|VANOXIN|Vanoxin";"Small molecule";"4";"780.95";"249";"1406";"2.22";"203.06";"14";"6";"3";"7";"N";"0.16";"7.15";"None";"2.37";"1.92";"0";"MOL";"0";"55";"14";"6";"3";"780.4296";"NEUTRAL";"C41H64O14";"C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O";"LTMHDMANZUZIPE-PUGKRICDSA-N"
"CHEMBL1201775";"SAPROPTERIN DIHYDROCHLORIDE";"BIOPTEN|DAPROPTERIN HYDROCHLORIDE|KUVAN|PHENOPTIN|SAPROPTERIN DIHYDROCHLORIDE|SAPROPTERIN HYDROCHLORIDE|SUN-0588|SUN-0588 (SHIRATORI)|T-1401|T1401|T1401 (BIOMARIN)";"Small molecule";"4";"314.17";"2";"5";"-1.29";"136.55";"8";"6";"1";"2";"N";"0.38";"13.10";"2.82";"-1.29";"-1.29";"1";"MOL";"0";"17";"8";"7";"1";"241.1175";"NEUTRAL";"C9H17Cl2N5O3";"C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1.Cl.Cl";"RKSUYBCOVNCALL-NTVURLEBSA-N"
"CHEMBL1201774";"SAPROPTERIN";"6R-BH4|DAPROPTERIN|DAPROTERIN|R-THBP|SAPROPTERIN|TETRAHYDROBIOPTERIN";"Small molecule";"4";"241.25";"4";"22";"-1.29";"136.55";"8";"6";"1";"2";"N";"0.38";"13.10";"2.82";"-1.29";"-1.29";"1";"MOL";"0";"17";"8";"7";"1";"241.1175";"NEUTRAL";"C9H15N5O3";"C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1";"FNKQXYHWGSIFBK-RPDRRWSUSA-N"
"CHEMBL1648";"ISRADIPINE";"DYNACIRC CR|Dynacirc|ISRADIPINE|ISRODIPINE|NSC-759892|PN 200-110|PN-200-110|PRESCAL";"Small molecule";"4";"371.39";"47";"152";"2.58";"103.55";"8";"1";"0";"4";"N";"0.82";"None";"None";"2.00";"2.00";"2";"MOL";"0";"27";"8";"1";"0";"371.1481";"NEUTRAL";"C19H21N3O5";"COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12";"HMJIYCCIJYRONP-UHFFFAOYSA-N"
"CHEMBL2";"PRAZOSIN";"CP-12299|CP-122991|PRAZOSIN|Prazosin";"Small molecule";"4";"383.41";"205";"1643";"1.78";"106.95";"8";"1";"0";"4";"N";"0.73";"None";"7.24";"1.65";"1.43";"3";"MOL";"0";"28";"9";"2";"0";"383.1594";"NEUTRAL";"C19H21N5O4";"COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC";"IENZQIKPVFGBNW-UHFFFAOYSA-N"
"CHEMBL134702";"BUTANE";"BUTANE|E-943|E943a|HC 600|HC 600 (HYDROCARBON)|INS NO.943|INS-943|N-BUTANE|R 600|R 600 (ALKANE)";"Small molecule";"1";"58.12";"2";"6";"1.81";"0.00";"0";"0";"0";"1";"Y";"0.43";"None";"None";"2.24";"2.24";"0";"MOL";"0";"4";"0";"0";"0";"58.0783";"None";"C4H10";"CCCC";"IJDNQMDRQITEOD-UHFFFAOYSA-N"
"CHEMBL396290";"NCX 1000";"NCX 1000";"Small molecule";"2";"685.86";"";"";"6.55";"154.66";"10";"2";"2";"14";"N";"0.06";"None";"None";"6.49";"6.49";"1";"MOL";"0";"49";"11";"2";"3";"685.3826";"NEUTRAL";"C38H55NO10";"COc1ccc(/C=C/C(=O)OCCCCO[N+](=O)[O-])cc1OC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C";"RISQVQFWBQSZQE-OBOLPPCUSA-N"
"CHEMBL1201497";"INSULIN GLARGINE";"ABASAGLAR|ABASAGLAR KWIKPEN|BASAGLAR|BASALIN|BASALOG|GALACTUS|GLARGIN|GLARGINE|GLARICON|HOE 71GT|HOE 901|HOE-71GT|HOE-901|INS LANTUS|INS LANTUS OPTICLIK|INS LANTUS OPTISET|INS LANTUS SOLOSTAR|INSULIN GLARGINE|INSULIN GLARGINE RECOMBINANT|INSULIN GLARGINE-YFGN|Insulin Glargine Recombinant|Insulin glargine recombinant|LANTUS R|LANTUS SOLOSTAR|LUSDUNA|LY-2963016|LY2963016|Lantus|MK-1293|MYL-1501D|SEMGLEE|TOUJEO|TOUJEO MAX SOLOSTAR|TOUJEO SOLOSTAR";"Protein";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";""
"CHEMBL2097081";"NITROPRUSSIDE";"NITROPRUSSIDE|Nitroprusside";"Small molecule";"4";"215.94";"3";"27";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"215.9494";"None";"C5FeN6O-2";"";""
"CHEMBL2391146";"ANGIOTENSIN";"ANGIOTENSIN";"Protein";"3";"956.07";"1";"1";"-2.72";"406.34";"13";"14";"3";"26";"N";"0.03";"3.52";"11.45";"-7.32";"-7.29";"2";"BOTH";"0";"68";"25";"16";"3";"955.4876";"ZWITTERION";"C43H65N13O12";"CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C";"JSQIKKVBLLHQSQ-AWJAZODESA-N"
"CHEMBL237500";"LINAGLIPTIN";"BI 1356|BI 1356 BS|BI-1356|BI-1356-BS|BI-1356BS|BS 1356 BS|BS-1356-BS|LINAGLIPTIN|TRADJENTA|TRAJENTA|TRAZENTA";"Small molecule";"4";"472.55";"37";"175";"1.15";"116.86";"10";"1";"0";"4";"N";"0.44";"None";"9.86";"2.80";"0.41";"4";"MOL";"0";"35";"10";"2";"0";"472.2335";"BASE";"C25H28N8O2";"CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C";"LTXREWYXXSTFRX-QGZVFWFLSA-N"
"CHEMBL106";"FLUCONAZOLE";"ALKANAZOLE|BAYT-006267|BAYT006267|CANESTEN ORAL|DIFLUCAN IN SODIUM CHLORIDE|DIFLUCAN ONE|DIFLUCONAZOLE|Diflucan|FLUCONAZOLE|FLUCONAZOLE IN SODIUM CHLORIDE|FLUCONAZOLI|NSC-758661|Triflucan|UK-49,858|UK-49858|ZOLTEC";"Small molecule";"4";"306.28";"356";"7785";"0.74";"81.65";"7";"1";"0";"5";"N";"0.75";"12.68";"2.30";"0.56";"0.56";"3";"MOL";"0";"22";"7";"1";"0";"306.1041";"NEUTRAL";"C13H12F2N6O";"OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F";"RFHAOTPXVQNOHP-UHFFFAOYSA-N"
"CHEMBL642";"ACEBUTOLOL";"ACEBUTOLOL|Acebutolol|C07AB04|Sectral";"Small molecule";"4";"336.43";"137";"438";"2.37";"87.66";"5";"3";"0";"10";"N";"0.57";"13.91";"9.57";"1.53";"-0.60";"1";"MOL";"0";"24";"6";"3";"0";"336.2049";"BASE";"C18H28N2O4";"CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1";"GOEMGAFJFRBGGG-UHFFFAOYSA-N"
"CHEMBL131";"PREDNISOLONE";"CORTALONE|DEKOTIL|DELTACORTRIL|DELTALONE|DILACORT|Delta-cortef|Desowen|FERNISOLONE-P|Hydeltra|Hydeltra-Tba|Meti-derm|Meticortelone|NSC-9120|NSC-9900|Neo-Delta-Cortef|PEVANTI|PRECORTISYL|PRECORTISYL FTE|PREDNISOLONE|PRELONE|Poly-Pred|Pred-G|Prednisolone|SCHERIPROCT|Servisone|Sterane|Tridesilon|Verdeso";"Small molecule";"4";"360.45";"172";"1443";"1.56";"94.83";"5";"3";"0";"2";"N";"0.69";"12.59";"None";"1.27";"1.27";"0";"MOL";"0";"26";"5";"3";"0";"360.1937";"NEUTRAL";"C21H28O5";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO";"OIGNJSKKLXVSLS-VWUMJDOOSA-N"
"CHEMBL408403";"ANGIOTENSIN II";"5-L-ISOLEUCINEANGIOTENSIN II|ANGIOTENSIN II|ANGIOTENSIN II (HUMAN TYPE)|ANGIOTENSIN II HUMAN|ASP-ARG-VAL-TYR-ILE-HIS-PRO-PHE|DELIVERT|LJPC-501";"Protein";"4";"1046.20";"21";"1028";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1045.5345";"None";"C50H71N13O12";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O";"CZGUSIXMZVURDU-JZXHSEFVSA-N"
"CHEMBL1200813";"ACEBUTOLOL HYDROCHLORIDE";"ACEBUT HCL|ACEBUTOLOL HCL|ACEBUTOLOL HYDROCHLORIDE|ACETANOL|B 17803A|B-17803A|IL-17803A|M&B 17803A|M&B-17803A|NEPTAL|NSC-757412|PRENT|SECTRAL 200|SECTRAL 400|Sectral";"Small molecule";"4";"372.89";"17";"31";"2.37";"87.66";"5";"3";"0";"10";"N";"0.57";"13.91";"9.57";"1.53";"-0.60";"1";"MOL";"0";"24";"6";"3";"0";"336.2049";"BASE";"C18H29ClN2O4";"CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl";"KTUFKADDDORSSI-UHFFFAOYSA-N"
"CHEMBL393220";"ATORVASTATIN CALCIUM";"ATORVASTATIN CALCIUM|ATORVASTATIN CALCIUM (ANHYDROUS)|ATORVASTATIN CALCIUM ANHYDROUS|ATORVASTATIN CALCIUM HYDRATE|ATORVASTATIN CALCIUM SALT ANHYDROUS|ATORVASTATIN CALCIUM SALT TRIHYDRATE|ATORVASTATIN CALCIUM TRIHYDRATE|CI-981|Lipitor|NSC-758617";"Small molecule";"4";"1155.36";"25";"89";"6.31";"111.79";"5";"4";"2";"12";"N";"0.16";"4.31";"None";"5.39";"2.43";"4";"MOL";"0";"41";"7";"4";"2";"558.2530";"ACID";"C66H68CaF2N4O10";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]";"FQCKMBLVYCEXJB-MNSAWQCASA-L"
"CHEMBL765";"GUANETHIDINE";"Esimil|GUANETHIDINE|Guanethidine|Ismelin";"Small molecule";"4";"198.31";"135";"565";"0.53";"67.64";"2";"2";"0";"3";"N";"0.51";"None";"11.77";"0.74";"-3.24";"0";"MOL";"0";"14";"4";"4";"0";"198.1844";"BASE";"C10H22N4";"NC(N)=NCCN1CCCCCCC1";"ACGDKVXYNVEAGU-UHFFFAOYSA-N"
"CHEMBL1370561";"AMINOPHYLLINE";"AMINOPHYLLIN|AMINOPHYLLINE|AMINOPHYLLINE DYE FREE|AMINOPHYLLINE IN SODIUM CHLORIDE|AMINOPHYLLINUM|AMNIVENT-225 SR|AMNIVENT-350 SR|Aminophylline|Ammophyllin|CARDOPHYLLIN|LINAMPHETA|NSC-7919|PHYLLOCONTIN|Peterphyllin|SOMOPHYLLIN-DF|SYNTOPHYLLIN|Somophyllin|THEOPHYLLAMINE|THEOPHYLLINE ETHYLENEDIAMINE|THEOPHYLLINE-ETHYLENEDIAMINE|Truphylline";"Small molecule";"4";"420.43";"124";"367";"-1.04";"72.68";"5";"1";"0";"0";"N";"0.56";"8.44";"2.44";"-0.81";"-0.84";"2";"MOL";"0";"13";"6";"1";"0";"180.0647";"NEUTRAL";"C16H24N10O4";"Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN";"FQPFAHBPWDRTLU-UHFFFAOYSA-N"
"CHEMBL1404";"RANOLAZINE";"CVT-303|NSC-759100|RAN D|RANOLAZINE|RS-43285-003|Ranexa";"Small molecule";"4";"427.55";"26";"127";"2.31";"74.27";"6";"2";"0";"9";"N";"0.64";"13.60";"6.77";"2.83";"2.74";"2";"MOL";"0";"31";"7";"2";"0";"427.2471";"NEUTRAL";"C24H33N3O4";"COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1";"XKLMZUWKNUAPSZ-UHFFFAOYSA-N"
"CHEMBL3545059";"ALISKIREN FUMARATE";"ALISKIREN FUMARATE|ALISKIREN HEMIFUMARATE|NSC-759185|SPP-100B|SPP100|TEKTURNA";"Small molecule";"4";"1219.61";"15";"253";"3.29";"146.13";"7";"4";"1";"19";"N";"0.19";"None";"9.57";"3.12";"1.00";"1";"MOL";"0";"39";"9";"6";"2";"551.3934";"BASE";"C64H110N6O16";"COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O";"KLRSDBSKUSSCGU-KRQUFFFQSA-N"
"CHEMBL1639";"ALISKIREN";"ALISKIREN|Aliskiren|RASILEZ|SPP-100|SPP100";"Small molecule";"4";"551.77";"30";"185";"3.29";"146.13";"7";"4";"1";"19";"N";"0.19";"None";"9.57";"3.12";"1.00";"1";"MOL";"0";"39";"9";"6";"2";"551.3934";"BASE";"C30H53N3O6";"COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC";"UXOWGYHJODZGMF-QORCZRPOSA-N"
"CHEMBL1201320";"ESOMEPRAZOLE";"A02BC05|EMOZUL|ESOMEPRAZOLE|INEXIUM PARANOVA|NEXIUM|NEXIUM CONTROL|NEXIUM I.V.|OMEPRAZOLE S-FORM|OMEPRAZOLE, (S)-|VENTRA";"Small molecule";"4";"345.42";"12";"45";"2.90";"77.10";"5";"1";"0";"5";"N";"0.77";"9.68";"4.77";"2.43";"2.43";"3";"MOL";"0";"24";"6";"1";"0";"345.1147";"NEUTRAL";"C17H19N3O3S";"COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1";"SUBDBMMJDZJVOS-DEOSSOPVSA-N"
"CHEMBL93268";"SODIUM NITRITE";"E250|INS NO.250|INS-250|NATRII NITRIS|NATRUM NITROSUM|NITROUS ACID SODA|NITROUS ACID, SODIUM SALT|NSC-77391|SODIUM NITRITE|Sodium Nitrite";"Small molecule";"4";"69.00";"27";"127";"0.14";"49.66";"2";"1";"0";"0";"Y";"0.31";"None";"None";"0.17";"0.17";"0";"MOL";"0";"3";"3";"1";"0";"47.0007";"NEUTRAL";"NNaO2";"O=N[O-].[Na+]";"LPXPTNMVRIOKMN-UHFFFAOYSA-M"
"CHEMBL611";"TERAZOSIN";"Hytrin|TERAZOSABB|TERAZOSIN|Terazosin";"Small molecule";"4";"387.44";"159";"909";"1.06";"103.04";"8";"1";"0";"4";"N";"0.83";"None";"7.24";"1.18";"0.95";"2";"MOL";"0";"28";"9";"2";"0";"387.1907";"NEUTRAL";"C19H25N5O4";"COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC";"VCKUSRYTPJJLNI-UHFFFAOYSA-N"
"CHEMBL2062335";"METOPROLOL TARTRATE";"ARBRALENE|BELOC|BELOC COR|BETALOC|BETALOC S.A.|CGP-2175E|LOPRESOR|LOPRESOR SR|Lopressor|MEPRANIX 100|MEPRANIX 50|METOPROLOL HEMITARTRATE|METOPROLOL TARTRATE|METROPRESS|NSC-757105|PRELIS|SELOKEN|SELOPRAL|TENSOMEX|TOPROL XL";"Small molecule";"4";"684.82";"20";"34";"1.61";"50.72";"4";"2";"0";"9";"N";"0.71";"None";"9.67";"1.76";"-0.47";"1";"MOL";"0";"19";"4";"2";"0";"267.1834";"BASE";"C34H56N2O12";"COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O";"YGULWPYYGQCFMP-UHFFFAOYSA-N"
"CHEMBL2107350";"LEVAMLODIPINE MALATE";"LEVAMLODIPINE L-MALATE|LEVAMLODIPINE MALATE";"Small molecule";"1";"542.97";"";"";"2.27";"99.88";"7";"2";"0";"8";"N";"0.50";"None";"9.45";"1.64";"-0.37";"1";"MOL";"0";"28";"7";"3";"0";"408.1452";"BASE";"C24H31ClN2O10";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl.O=C(O)C[C@H](O)C(=O)O";"ICLGPDCMPQYWIA-OSRSGTIQSA-N"
"CHEMBL1201540";"INSULIN SUSP ISOPHANE RECOMBINANT HUMAN";"HUMULIN N|INSULIN SUSP ISOPHANE RECOMBINANT HUMAN|NOVOLIN N";"Protein";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";""
"CHEMBL238804";"SELEXIPAG";"ACT-293987|NS-304|SELEXIPAG|UPTRAVI";"Small molecule";"4";"496.63";"11";"36";"3.90";"101.49";"7";"1";"0";"12";"N";"0.38";"3.77";"1.41";"3.76";"2.82";"3";"MOL";"0";"35";"8";"1";"0";"496.2144";"ACID";"C26H32N4O4S";"CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1";"QXWZQTURMXZVHJ-UHFFFAOYSA-N"
"CHEMBL3545275";"LY2623091";"LY-2623091|LY2623091";"Small molecule";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
